task_id,setting,condition,generated_path_index,initial_noise_index,round,candidate_in_round,memory_size_before_round,predicted_cost,rollout_error,is_min_cost,is_min_rollout_error
0,4x16,experience_on,60,60,15,4,56,-0.3138424754142761,0.010009213350713253,False,False
0,4x16,experience_on,61,61,16,1,60,-0.3148983418941498,0.014601070433855057,False,False
0,4x16,experience_on,62,62,16,2,60,-0.31161659955978394,0.03336670249700546,False,False
0,4x16,experience_on,63,63,16,3,60,-0.311592161655426,0.02775108814239502,False,False
0,4x16,experience_on,64,64,16,4,60,-0.3064582347869873,0.12573587894439697,False,False
1,64x1,experience_off,1,1,1,1,0,-0.340679407119751,0.053927939385175705,False,False
1,64x1,experience_off,2,2,1,2,0,-0.3378334045410156,0.03370187431573868,False,False
1,64x1,experience_off,3,3,1,3,0,-0.34233593940734863,0.02964402362704277,False,False
1,64x1,experience_off,4,4,1,4,0,-0.33168649673461914,0.03428046032786369,False,False
1,64x1,experience_off,5,5,1,5,0,-0.34185004234313965,0.051309164613485336,False,False
1,64x1,experience_off,6,6,1,6,0,-0.34014052152633667,0.04697310924530029,False,False
1,64x1,experience_off,7,7,1,7,0,-0.3428272008895874,0.07574909180402756,False,False
1,64x1,experience_off,8,8,1,8,0,-0.3331156075000763,0.03762643411755562,False,False
1,64x1,experience_off,9,9,1,9,0,-0.33795520663261414,0.020810270681977272,False,False
1,64x1,experience_off,10,10,1,10,0,-0.3419267535209656,0.052067458629608154,False,False
1,64x1,experience_off,11,11,1,11,0,-0.3374861478805542,0.028758516535162926,False,False
1,64x1,experience_off,12,12,1,12,0,-0.34224265813827515,0.034499332308769226,False,False
1,64x1,experience_off,13,13,1,13,0,-0.3277457654476166,0.030127456411719322,False,False
1,64x1,experience_off,14,14,1,14,0,-0.3402264714241028,0.04458814486861229,False,False
1,64x1,experience_off,15,15,1,15,0,-0.34246665239334106,0.04805753752589226,False,False
1,64x1,experience_off,16,16,1,16,0,-0.340520977973938,0.039217449724674225,False,False
1,64x1,experience_off,17,17,1,17,0,-0.3356913924217224,0.04915890097618103,False,False
1,64x1,experience_off,18,18,1,18,0,-0.33942893147468567,0.025142107158899307,False,False
1,64x1,experience_off,19,19,1,19,0,-0.33285409212112427,0.017088908702135086,False,False
1,64x1,experience_off,20,20,1,20,0,-0.33796367049217224,0.03073485754430294,False,False
1,64x1,experience_off,21,21,1,21,0,-0.33600348234176636,0.027410849928855896,False,False
1,64x1,experience_off,22,22,1,22,0,-0.34115609526634216,0.04998219013214111,False,False
1,64x1,experience_off,23,23,1,23,0,-0.34125882387161255,0.058529332280159,False,False
1,64x1,experience_off,24,24,1,24,0,-0.33380717039108276,0.04159409552812576,False,False
1,64x1,experience_off,25,25,1,25,0,-0.3395324945449829,0.03838620334863663,False,False
1,64x1,experience_off,26,26,1,26,0,-0.3420320749282837,0.029458850622177124,False,False
1,64x1,experience_off,27,27,1,27,0,-0.34263741970062256,0.04770849272608757,False,False
1,64x1,experience_off,28,28,1,28,0,-0.3306301236152649,0.03770510107278824,False,False
1,64x1,experience_off,29,29,1,29,0,-0.3446890413761139,0.05566006153821945,True,False
1,64x1,experience_off,30,30,1,30,0,-0.3371114432811737,0.03618994727730751,False,False
1,64x1,experience_off,31,31,1,31,0,-0.33478671312332153,0.036266423761844635,False,False
1,64x1,experience_off,32,32,1,32,0,-0.3390364646911621,0.064409039914608,False,False
1,64x1,experience_off,33,33,1,33,0,-0.34039604663848877,0.04901490733027458,False,False
1,64x1,experience_off,34,34,1,34,0,-0.33431878685951233,0.07855826616287231,False,False
1,64x1,experience_off,35,35,1,35,0,-0.33670035004615784,0.024201512336730957,False,False
1,64x1,experience_off,36,36,1,36,0,-0.3391972482204437,0.05006129667162895,False,False
1,64x1,experience_off,37,37,1,37,0,-0.335688054561615,0.040877535939216614,False,False
1,64x1,experience_off,38,38,1,38,0,-0.3377956748008728,0.03690394014120102,False,False
1,64x1,experience_off,39,39,1,39,0,-0.3380085527896881,0.03472980856895447,False,False
1,64x1,experience_off,40,40,1,40,0,-0.34319138526916504,0.03026323765516281,False,False
1,64x1,experience_off,41,41,1,41,0,-0.3327639102935791,0.023633822798728943,False,False
1,64x1,experience_off,42,42,1,42,0,-0.33640849590301514,0.032506369054317474,False,False
1,64x1,experience_off,43,43,1,43,0,-0.33563974499702454,0.04081302136182785,False,False
1,64x1,experience_off,44,44,1,44,0,-0.33561792969703674,0.0420236811041832,False,False
1,64x1,experience_off,45,45,1,45,0,-0.3394036889076233,0.016568705439567566,False,True
1,64x1,experience_off,46,46,1,46,0,-0.3386685848236084,0.052773237228393555,False,False
1,64x1,experience_off,47,47,1,47,0,-0.3342166543006897,0.02014715038239956,False,False
1,64x1,experience_off,48,48,1,48,0,-0.3378753960132599,0.0284238513559103,False,False
1,64x1,experience_off,49,49,1,49,0,-0.3432939052581787,0.04145161807537079,False,False
1,64x1,experience_off,50,50,1,50,0,-0.33994027972221375,0.03124755434691906,False,False
1,64x1,experience_off,51,51,1,51,0,-0.3402867615222931,0.034875404089689255,False,False
1,64x1,experience_off,52,52,1,52,0,-0.34054264426231384,0.03596068173646927,False,False
1,64x1,experience_off,53,53,1,53,0,-0.3344665467739105,0.02860274724662304,False,False
1,64x1,experience_off,54,54,1,54,0,-0.3366805911064148,0.04214393347501755,False,False
1,64x1,experience_off,55,55,1,55,0,-0.34170427918434143,0.02487790212035179,False,False
1,64x1,experience_off,56,56,1,56,0,-0.33897823095321655,0.025686707347631454,False,False
1,64x1,experience_off,57,57,1,57,0,-0.33363252878189087,0.04265290126204491,False,False
1,64x1,experience_off,58,58,1,58,0,-0.34039759635925293,0.030974015593528748,False,False
1,64x1,experience_off,59,59,1,59,0,-0.33971112966537476,0.032046590000391006,False,False
1,64x1,experience_off,60,60,1,60,0,-0.33691054582595825,0.0544758066534996,False,False
1,64x1,experience_off,61,61,1,61,0,-0.3380998969078064,0.06139453500509262,False,False
1,64x1,experience_off,62,62,1,62,0,-0.3396071195602417,0.05782393366098404,False,False
1,64x1,experience_off,63,63,1,63,0,-0.340374618768692,0.029053321108222008,False,False
1,64x1,experience_off,64,64,1,64,0,-0.3393511474132538,0.05245734006166458,False,False
1,32x2,experience_on,1,1,1,1,0,-0.34067970514297485,0.053928013890981674,False,False
1,32x2,experience_on,2,2,1,2,0,-0.3378334641456604,0.03370191901922226,False,False
1,32x2,experience_on,3,3,1,3,0,-0.34233593940734863,0.029643869027495384,False,False
1,32x2,experience_on,4,4,1,4,0,-0.33168652653694153,0.034280598163604736,False,False
1,32x2,experience_on,5,5,1,5,0,-0.3418501615524292,0.051309358328580856,False,False
1,32x2,experience_on,6,6,1,6,0,-0.3401404619216919,0.04697325825691223,False,False
1,32x2,experience_on,7,7,1,7,0,-0.3428272306919098,0.07574918121099472,False,False
1,32x2,experience_on,8,8,1,8,0,-0.3331160247325897,0.037626348435878754,False,False
1,32x2,experience_on,9,9,1,9,0,-0.337955117225647,0.020810209214687347,False,False
1,32x2,experience_on,10,10,1,10,0,-0.3419267237186432,0.052067480981349945,False,False
1,32x2,experience_on,11,11,1,11,0,-0.337486207485199,0.028758399188518524,False,False
1,32x2,experience_on,12,12,1,12,0,-0.34224265813827515,0.034499313682317734,False,False
1,32x2,experience_on,13,13,1,13,0,-0.32774585485458374,0.030127573758363724,False,False
1,32x2,experience_on,14,14,1,14,0,-0.34022653102874756,0.04458826035261154,False,False
1,32x2,experience_on,15,15,1,15,0,-0.342466801404953,0.04805769771337509,False,False
1,32x2,experience_on,16,16,1,16,0,-0.3405209183692932,0.03921767324209213,False,False
1,32x2,experience_on,17,17,1,17,0,-0.3356914222240448,0.04915895685553551,False,False
1,32x2,experience_on,18,18,1,18,0,-0.33942902088165283,0.025142185389995575,False,False
1,32x2,experience_on,19,19,1,19,0,-0.33285415172576904,0.017088940367102623,False,False
1,32x2,experience_on,20,20,1,20,0,-0.3379635810852051,0.030734850093722343,False,False
1,32x2,experience_on,21,21,1,21,0,-0.33600348234176636,0.027410902082920074,False,False
1,32x2,experience_on,22,22,1,22,0,-0.34115636348724365,0.04998236149549484,False,False
1,32x2,experience_on,23,23,1,23,0,-0.3412589430809021,0.058528926223516464,False,False
1,32x2,experience_on,24,24,1,24,0,-0.33380717039108276,0.041594307869672775,False,False
1,32x2,experience_on,25,25,1,25,0,-0.33953240513801575,0.038386642932891846,False,False
1,32x2,experience_on,26,26,1,26,0,-0.342032253742218,0.029458913952112198,False,False
1,32x2,experience_on,27,27,1,27,0,-0.3426375091075897,0.04770861193537712,False,False
1,32x2,experience_on,28,28,1,28,0,-0.33063024282455444,0.03770475834608078,False,False
1,32x2,experience_on,29,29,1,29,0,-0.34468916058540344,0.05566000938415527,True,False
1,32x2,experience_on,30,30,1,30,0,-0.33711156249046326,0.0361899733543396,False,False
1,32x2,experience_on,31,31,1,31,0,-0.33478695154190063,0.03626634553074837,False,False
1,32x2,experience_on,32,32,1,32,0,-0.33903661370277405,0.06440876424312592,False,False
1,32x2,experience_on,33,33,2,1,32,-0.33981937170028687,0.04525541886687279,False,False
1,32x2,experience_on,34,34,2,2,32,-0.3338862657546997,0.08425325155258179,False,False
1,32x2,experience_on,35,35,2,3,32,-0.33642852306365967,0.02447577379643917,False,False
1,32x2,experience_on,36,36,2,4,32,-0.3394109606742859,0.05269552394747734,False,False
1,32x2,experience_on,37,37,2,5,32,-0.3351735472679138,0.044595953077077866,False,False
1,32x2,experience_on,38,38,2,6,32,-0.3372526466846466,0.03545360267162323,False,False
1,32x2,experience_on,39,39,2,7,32,-0.33797940611839294,0.03518105670809746,False,False
1,32x2,experience_on,40,40,2,8,32,-0.34265780448913574,0.031011775135993958,False,False
1,32x2,experience_on,41,41,2,9,32,-0.3329942226409912,0.022895824164152145,False,False
1,32x2,experience_on,42,42,2,10,32,-0.33594030141830444,0.0330018624663353,False,False
1,32x2,experience_on,43,43,2,11,32,-0.3355982303619385,0.03955572471022606,False,False
1,32x2,experience_on,44,44,2,12,32,-0.33562254905700684,0.04351609945297241,False,False
1,32x2,experience_on,45,45,2,13,32,-0.33909472823143005,0.0155249685049057,False,True
1,32x2,experience_on,46,46,2,14,32,-0.3387724757194519,0.05100450664758682,False,False
1,32x2,experience_on,47,47,2,15,32,-0.3342777490615845,0.019567174836993217,False,False
1,32x2,experience_on,48,48,2,16,32,-0.3374479413032532,0.030608173459768295,False,False
1,32x2,experience_on,49,49,2,17,32,-0.3428691327571869,0.041862647980451584,False,False
1,32x2,experience_on,50,50,2,18,32,-0.3394838571548462,0.028913011774420738,False,False
1,32x2,experience_on,51,51,2,19,32,-0.3395068049430847,0.036206744611263275,False,False
1,32x2,experience_on,52,52,2,20,32,-0.3405210077762604,0.04013783484697342,False,False
1,32x2,experience_on,53,53,2,21,32,-0.3341827094554901,0.03189267963171005,False,False
1,32x2,experience_on,54,54,2,22,32,-0.3367506265640259,0.03833550959825516,False,False
1,32x2,experience_on,55,55,2,23,32,-0.34127718210220337,0.02754392847418785,False,False
1,32x2,experience_on,56,56,2,24,32,-0.33879345655441284,0.02717282436788082,False,False
1,32x2,experience_on,57,57,2,25,32,-0.3332754969596863,0.04055744782090187,False,False
1,32x2,experience_on,58,58,2,26,32,-0.33975356817245483,0.028434962034225464,False,False
1,32x2,experience_on,59,59,2,27,32,-0.33956456184387207,0.029936840757727623,False,False
1,32x2,experience_on,60,60,2,28,32,-0.3364143669605255,0.05618734285235405,False,False
1,32x2,experience_on,61,61,2,29,32,-0.33849719166755676,0.06568997353315353,False,False
1,32x2,experience_on,62,62,2,30,32,-0.339588463306427,0.05674080178141594,False,False
1,32x2,experience_on,63,63,2,31,32,-0.34002378582954407,0.0316295251250267,False,False
1,32x2,experience_on,64,64,2,32,32,-0.33903437852859497,0.04887467622756958,False,False
1,16x4,experience_on,1,1,1,1,0,-0.3406795859336853,0.05392789840698242,False,False
1,16x4,experience_on,2,2,1,2,0,-0.3378334641456604,0.033701956272125244,False,False
1,16x4,experience_on,3,3,1,3,0,-0.342335969209671,0.029643908143043518,False,False
1,16x4,experience_on,4,4,1,4,0,-0.33168673515319824,0.03428059071302414,False,False
1,16x4,experience_on,5,5,1,5,0,-0.3418501317501068,0.05130888521671295,False,False
1,16x4,experience_on,6,6,1,6,0,-0.34014058113098145,0.046973228454589844,False,False
1,16x4,experience_on,7,7,1,7,0,-0.3428272604942322,0.0757492259144783,False,False
1,16x4,experience_on,8,8,1,8,0,-0.333115816116333,0.03762655332684517,False,False
1,16x4,experience_on,9,9,1,9,0,-0.33795517683029175,0.020810194313526154,False,False
1,16x4,experience_on,10,10,1,10,0,-0.3419267535209656,0.05206746608018875,False,False
1,16x4,experience_on,11,11,1,11,0,-0.337486207485199,0.02875838428735733,False,False
1,16x4,experience_on,12,12,1,12,0,-0.3422424793243408,0.03449933975934982,False,False
1,16x4,experience_on,13,13,1,13,0,-0.327745646238327,0.030127551406621933,False,False
1,16x4,experience_on,14,14,1,14,0,-0.34022650122642517,0.04458821937441826,False,False
1,16x4,experience_on,15,15,1,15,0,-0.34246671199798584,0.04805786907672882,False,False
1,16x4,experience_on,16,16,1,16,0,-0.34052103757858276,0.03921739384531975,False,False
1,16x4,experience_on,17,17,2,1,16,-0.3351602256298065,0.04986690729856491,False,False
1,16x4,experience_on,18,18,2,2,16,-0.3388155698776245,0.025235524401068687,False,False
1,16x4,experience_on,19,19,2,3,16,-0.33210113644599915,0.01807120069861412,False,False
1,16x4,experience_on,20,20,2,4,16,-0.3372098207473755,0.03144540637731552,False,False
1,16x4,experience_on,21,21,2,5,16,-0.33581992983818054,0.028518199920654297,False,False
1,16x4,experience_on,22,22,2,6,16,-0.3409090042114258,0.05395862087607384,False,False
1,16x4,experience_on,23,23,2,7,16,-0.34126532077789307,0.06325207650661469,False,False
1,16x4,experience_on,24,24,2,8,16,-0.3337317109107971,0.041446976363658905,False,False
1,16x4,experience_on,25,25,2,9,16,-0.33917203545570374,0.04046797752380371,False,False
1,16x4,experience_on,26,26,2,10,16,-0.3415135443210602,0.029647935181856155,False,False
1,16x4,experience_on,27,27,2,11,16,-0.3426780700683594,0.049250971525907516,False,False
1,16x4,experience_on,28,28,2,12,16,-0.3307565152645111,0.03500058501958847,False,False
1,16x4,experience_on,29,29,2,13,16,-0.34384220838546753,0.05621666461229324,True,False
1,16x4,experience_on,30,30,2,14,16,-0.3371477425098419,0.034627024084329605,False,False
1,16x4,experience_on,31,31,2,15,16,-0.3341691792011261,0.03529970347881317,False,False
1,16x4,experience_on,32,32,2,16,16,-0.33885177969932556,0.06985767185688019,False,False
1,16x4,experience_on,33,33,3,1,32,-0.3398209810256958,0.045255787670612335,False,False
1,16x4,experience_on,34,34,3,2,32,-0.3338899612426758,0.0842452272772789,False,False
1,16x4,experience_on,35,35,3,3,32,-0.33642759919166565,0.02448059618473053,False,False
1,16x4,experience_on,36,36,3,4,32,-0.33940842747688293,0.05269341915845871,False,False
1,16x4,experience_on,37,37,3,5,32,-0.33517470955848694,0.044608235359191895,False,False
1,16x4,experience_on,38,38,3,6,32,-0.33725595474243164,0.035455118864774704,False,False
1,16x4,experience_on,39,39,3,7,32,-0.33797770738601685,0.0351845920085907,False,False
1,16x4,experience_on,40,40,3,8,32,-0.3426569700241089,0.031011288985610008,False,False
1,16x4,experience_on,41,41,3,9,32,-0.3329938054084778,0.0228999312967062,False,False
1,16x4,experience_on,42,42,3,10,32,-0.33594128489494324,0.03300676494836807,False,False
1,16x4,experience_on,43,43,3,11,32,-0.3356010317802429,0.039559200406074524,False,False
1,16x4,experience_on,44,44,3,12,32,-0.3356205224990845,0.04352004453539848,False,False
1,16x4,experience_on,45,45,3,13,32,-0.3390961289405823,0.015526237897574902,False,True
1,16x4,experience_on,46,46,3,14,32,-0.3387695550918579,0.05099949240684509,False,False
1,16x4,experience_on,47,47,3,15,32,-0.3342764377593994,0.019566744565963745,False,False
1,16x4,experience_on,48,48,3,16,32,-0.33744847774505615,0.03060881793498993,False,False
1,16x4,experience_on,49,49,4,1,48,-0.34287065267562866,0.04186827689409256,False,False
1,16x4,experience_on,50,50,4,2,48,-0.3394862115383148,0.02891434356570244,False,False
1,16x4,experience_on,51,51,4,3,48,-0.3395058214664459,0.036211129277944565,False,False
1,16x4,experience_on,52,52,4,4,48,-0.34052056074142456,0.040141381323337555,False,False
1,16x4,experience_on,53,53,4,5,48,-0.3341805338859558,0.03189726918935776,False,False
1,16x4,experience_on,54,54,4,6,48,-0.33675727248191833,0.038340646773576736,False,False
1,16x4,experience_on,55,55,4,7,48,-0.3412742018699646,0.027546897530555725,False,False
1,16x4,experience_on,56,56,4,8,48,-0.3387953042984009,0.027171960100531578,False,False
1,16x4,experience_on,57,57,4,9,48,-0.33326733112335205,0.04056374728679657,False,False
1,16x4,experience_on,58,58,4,10,48,-0.33975762128829956,0.02843475341796875,False,False
1,16x4,experience_on,59,59,4,11,48,-0.33956378698349,0.029940959066152573,False,False
1,16x4,experience_on,60,60,4,12,48,-0.33641165494918823,0.05618610605597496,False,False
1,16x4,experience_on,61,61,4,13,48,-0.3384978771209717,0.06569962948560715,False,False
1,16x4,experience_on,62,62,4,14,48,-0.3395865559577942,0.056743018329143524,False,False
1,16x4,experience_on,63,63,4,15,48,-0.340026319026947,0.031632762402296066,False,False
1,16x4,experience_on,64,64,4,16,48,-0.33904212713241577,0.04887956380844116,False,False
1,8x8,experience_on,1,1,1,1,0,-0.34067946672439575,0.05392802879214287,False,False
1,8x8,experience_on,2,2,1,2,0,-0.33783358335494995,0.03370209038257599,False,False
1,8x8,experience_on,3,3,1,3,0,-0.34233590960502625,0.029643889516592026,False,False
1,8x8,experience_on,4,4,1,4,0,-0.3316866159439087,0.034280531108379364,False,False
1,8x8,experience_on,5,5,1,5,0,-0.3418504595756531,0.05130958557128906,False,False
1,8x8,experience_on,6,6,1,6,0,-0.34014034271240234,0.046973422169685364,False,False
1,8x8,experience_on,7,7,1,7,0,-0.3428271412849426,0.07574949413537979,False,False
